sector,industry,country,annual_revenue,ebitda,net_income,total_cash,total_debt,total_assets,total_liabilities,shareholders_equity,gross_margin,operating_margin,net_margin,revenue_growth,employee_count,company_age_years,free_cash_flow,operating_cash_flow,capex,customer_count,recurring_revenue_ratio,enterprise_value
Consumer,Logistics,Germany,230110799.77541885,16285100.921758167,25929039.40199814,20721575.171724807,64871900.18671682,317227432.3688385,202216182.7200699,115011249.6487686,0.3505352241991317,0.08150352717773719,0.11268067134312729,0.07259215092743194,4963,12.68734674122117,11889081.512703806,12558116.977851948,4094947.8045964544,184,0.11914676212891535,535543461.40472376
Consumer,Business Services,UK,28047770.10574921,6731968.153437573,3869029.438111053,49847016.518197,27829652.937685452,36051630.04009636,15377500.506628336,20674129.533468023,0.6711163474320548,0.19571872850757976,0.13794427947475163,0.13864952558700105,4721,11.293388044863182,5139910.670008272,7588701.538364709,1065719.5138319577,1919,0.36019081905893835,119675898.0403524
Energy,Manufacturing,UK,388984277.9410276,114507828.75190783,35435917.70526184,17444592.809256494,29887280.517791305,399724685.4104941,139291808.86228803,260432876.54820606,0.24754607729784345,0.13557885263584946,0.09109858602211718,0.016942907724419545,387,32.155954476881035,59883452.15027305,115188842.38376102,28428021.035630725,1738,0.5102362683265922,1194735026.2834632
Healthcare,Manufacturing,Germany,255772514.1811275,22291843.00448918,23399966.188973665,27381801.398057297,21386617.156605795,470917451.08253336,110703297.82514267,360214153.2573907,0.38513386846103426,0.2108553665555149,0.09148741515049104,0.053713920363262155,2960,24.996720300116973,13486896.204398632,19131530.00909191,18960216.50145361,628,0.21300831133831652,805354440.2409325
Industrials,Manufacturing,Singapore,342490858.2806077,21365859.119871505,14039657.10260727,32097828.20857831,16754626.922100818,405366897.1352097,238991860.6287286,166375036.50648108,0.3572587218603185,0.06431746043038321,0.040992793714524134,-0.03542722107605556,2637,25.45088595201655,17828583.39194157,16139816.930975033,8140013.73812268,2221,0.476820549816724,976696058.3409232
Consumer,Healthcare Services,India,274721368.66302013,42246694.01004554,48985673.03379877,3728175.660027047,74569075.86969376,454066382.2894264,205182685.38053262,248883696.90889376,0.7070803838117652,0.1514647959186139,0.17831038507195915,0.12536283621205951,4622,12.354566500453561,30815092.78222977,41605496.733505145,6869182.712977965,2746,0.5796781716029765,940108093.6745533
Healthcare,Manufacturing,Singapore,226057669.33721292,11645254.426619785,7233790.777904714,21815190.172801286,6553590.734826216,286783820.78365993,151348923.73975754,135434897.0439024,0.3697384384351805,0.24952971882430208,0.031999758287846375,0.31652081356599243,1114,38.74399126812736,9712242.890834343,10008505.292718686,14122215.315167554,2930,0.12314860560355262,757976058.3338175
Healthcare,Manufacturing,UK,140743762.0832335,40653209.98038558,9927085.06497466,9481995.537421312,15002515.725776667,227253681.76661018,141198307.54343075,86055374.22317943,0.6169009708233406,0.13737040150755486,0.07053303761415691,0.033490753374784216,103,3.750466203883262,25664987.752766397,45018863.65134585,8596310.84403237,406,0.5352324047258403,473707706.9448867
Energy,Manufacturing,Singapore,261165095.97480685,57519431.66807161,26438634.53526998,47060244.40929415,34242254.5265349,215998607.55842686,68727898.76768696,147270708.7907399,0.47533377195866083,0.1581143703777324,0.10123341496529983,0.17095391572482138,1803,12.43662941946606,42130213.53346648,60511370.280548975,10130503.365904693,3575,0.36195218923168987,843952766.5479208
Healthcare,Healthcare Services,India,454941637.74719256,90261921.2489928,30890198.2427109,34273341.07365671,59211696.69568031,620886933.8180885,380773770.4506891,240113163.36739945,0.24053270767608706,0.05215074352000511,0.0678992549366878,-0.000811690947178971,3938,7.928317217445369,75771680.07728744,82363177.34337504,13304867.572424775,3457,0.3553568034305691,1335917654.8795707
Energy,Healthcare Services,Singapore,329678153.6770709,27742779.506992474,47496043.373250306,10483556.657382453,58509704.570664935,715235560.8627484,187865921.61840945,527369639.2443389,0.24771017255840225,0.23991455413073198,0.1440679124276279,0.13521872270103225,3443,2.8838967246271747,14963209.34556129,26430513.50179083,23748458.748682566,3154,0.24429547580793867,1061396497.407415
Technology,Manufacturing,USA,150220710.5320383,16444061.667558942,13640703.592286805,31949045.03085542,34673580.44068053,182625147.2984941,100067510.73449053,82557636.56400357,0.5214591020913195,0.1538627814831384,0.09080441401172568,0.17176783897839132,594,10.432224559165295,12172149.831587035,14696884.518597068,5324234.694796588,2995,0.5371536010954018,536048433.3607574
Financial Services,Business Services,Singapore,430625778.14843935,112550280.2889409,16126370.857278448,34904400.19659095,31506780.494801782,1076355698.1501174,336373872.64477223,739981825.5053451,0.3542883129779692,0.13842125891114548,0.03744868903718901,0.05748605947226525,3401,20.274508262896262,57450099.50168159,107281467.92814076,31097702.426467452,3463,0.7131560821650476,1649604314.8510594
Consumer,Logistics,USA,439799524.2075133,100072746.84518367,49057934.24307049,44032014.97470658,9735222.98992716,862109006.9087503,265836619.6014852,596272387.307265,0.26631759255879284,0.14312170200138663,0.11154612850359336,0.10495717190574146,915,37.76459715435705,56239860.32062941,110825676.52846824,27451358.33845535,604,0.8283604256640537,1732322257.7991433
Energy,Healthcare Services,UK,84668974.67284714,10070571.7800983,13611742.769614555,23981915.579112716,27308265.77525684,98841756.13930152,43735512.623777315,55106243.51552421,0.5941659537554909,0.10733840509141508,0.16076423296973932,0.25308660832506163,4323,31.927377376508762,5291630.4259906355,10226807.359467005,1757852.3407039396,3152,0.3274172839481731,306927737.706208
Industrials,Healthcare Services,USA,429879622.6858019,27227606.174406014,49536967.74910918,49199114.761464514,42520378.54741989,929030947.9094688,462276961.43166953,466753986.47779924,0.630698573207646,0.18111882707105748,0.11523451016266394,0.22645280581501148,955,10.656823741282594,20990046.31311315,22298182.67163119,33807805.229673795,3134,0.21301560323789068,1467642450.1721852
Healthcare,Manufacturing,India,183646882.77818507,41992703.61606626,8337526.75928066,8374051.863961361,38908673.86132952,222999559.96115103,70875722.18884969,152123837.77230135,0.205081406780182,0.12408991823958959,0.045399772831162116,0.07730022184736128,2912,25.606860772119212,29954554.110095955,30881444.144780844,5912127.459542994,165,0.785524978795858,728021951.1827464
Energy,Healthcare Services,UK,108098597.24572355,27345742.701356158,17970392.190552924,45577870.09137716,17914751.335383974,143582875.7890512,40247915.119995475,103334960.66905573,0.36896062349777226,0.11656107442452007,0.1662407528721548,0.20324229482585415,2336,9.206562498828736,23509092.947631724,20551685.681748837,1133031.2065828764,1719,0.6333928269894448,439989396.8730945
Technology,Business Services,Singapore,115654329.91542052,10651464.49046454,11031556.600660235,17982797.571187563,49218404.04282337,135414290.12773895,71967800.01426302,63446490.11347593,0.6217738361665472,0.08332722860569489,0.09538386162219566,-0.03245668663283362,3275,31.41291526771261,7726464.951049982,11194059.254076267,4417851.274289436,2203,0.21145099072776288,313373837.8992683
Financial Services,Logistics,Singapore,102498395.69994113,12588424.176133072,10357172.254525281,24592141.740103,48067950.11256235,158222245.14998627,104385014.64397354,53837230.50601272,0.6619637518084536,0.2258226902473277,0.10104716453168086,0.201806628561375,3636,26.130300802710643,8869795.389532376,11549150.024961274,3336058.341829668,3655,0.02297865342460528,256662718.24193144
Financial Services,Logistics,Singapore,27979902.164922982,5069924.34898492,3312765.633691407,10309475.866310563,71658467.06121187,31425985.594263,20183574.744300015,11242410.849962983,0.6196446481331694,0.09814859070483879,0.11839804207194322,0.010297666510437412,893,17.12212151827044,2651024.597588605,6081099.336802098,729594.5146442931,1588,0.7475713442845713,89690239.38700008
Financial Services,Manufacturing,USA,213735834.61787817,40533080.98044259,8388215.527796918,40932593.34021551,21974842.614466388,370566391.138132,175951187.06567425,194615204.07245773,0.5314523587791817,0.06109719730486294,0.03924571442497493,0.017447504732627142,1143,8.12530523108784,22334766.47125073,31310065.313885637,15930691.95251844,1425,0.561217632932416,710191085.4670423
Financial Services,Retail,Singapore,254072699.26494542,31398493.131240968,19051221.655948855,22911168.276407428,40458694.97474844,628406599.8380787,195850014.11455807,432556585.72352064,0.46838689068545597,0.07990234789786779,0.07498334811676229,0.08999969308318904,4573,8.629561462901833,21686174.77097038,28520837.305009253,3458073.777808494,3589,0.8397677173306001,914879772.0627841
Technology,Business Services,UK,468993359.18149835,57506832.43067038,40313217.12836668,38063779.89283467,27493385.222468555,665692466.9511303,464261639.6353593,201430827.31577098,0.5055879891296936,0.1878760907340296,0.0859569039500315,0.20738489366144391,2093,33.461117591949744,47783148.76133923,56450320.71422805,14360072.606421607,3379,0.5529629259578881,1857043629.9951913
Industrials,Healthcare Services,Germany,86529539.54297782,10558379.257575782,8791247.949688008,41915720.339394495,13740251.68547365,159271011.3243224,91849092.78681768,67421918.53750472,0.7148261361841528,0.07334073833577189,0.10159822872189835,0.3205566536658229,916,31.134660322426868,4507238.592075712,10062917.574190997,4636605.525710159,3011,0.2761504558855562,322337964.428193
Energy,Healthcare Services,USA,25721455.076384846,4112100.38280655,1394383.3516083157,45876406.365224816,78126399.20986673,33679666.17271429,9686026.083417859,23993640.089296434,0.3207272830215887,0.14555045107059075,0.05421090476675694,0.2998022396452713,2771,21.001376167630305,1758729.0122145799,2960477.069057179,666632.3702468822,1709,0.5593325017816296,101434685.56386308
Energy,Logistics,UK,465065575.4978627,61758179.04631471,71429936.11462407,44847224.13980626,38666801.057290934,1079087821.8117523,365165092.5929192,713922729.2188332,0.5621383844008018,0.06759274970487726,0.15359110602447146,0.13957368563695755,3261,4.385004561362909,24818311.91597398,53258775.00883083,23842582.720507205,1094,0.4097073128860416,1450478015.7631397
Industrials,Logistics,UK,67198386.88456094,10333556.708209055,8320202.505589433,36807794.47773187,29309772.39275923,139011897.26872104,36431543.87406901,102580353.39465204,0.3824969438917376,0.193286635151181,0.12381550943897773,0.20027311610415005,4698,33.81398816474289,4375522.533738064,8134533.048529569,900096.9079377835,1241,0.0038545295696415073,208658469.53985247
Industrials,Manufacturing,Germany,330656431.7959674,48351265.67613605,6782831.604922244,33857612.14317804,4343287.019833007,751413346.2051047,158793923.5952762,592619422.6098285,0.4917613177911479,0.22898357647710416,0.02051323050962944,0.17899583031551203,3729,27.901212236821415,22299817.62931717,50162675.75495305,23683214.597995892,3045,0.8767987495517848,1321148514.586593
Energy,Business Services,USA,273722772.6071807,31293674.485899914,13014220.828158842,8926399.879340813,36734162.928492166,298141988.874294,62567920.36790141,235574068.50639257,0.22864882623332952,0.23597690879059313,0.047545261595152474,-0.020815463535945704,3771,4.780866242076463,19577141.96752274,25740616.366027277,21183013.85326985,3813,0.3642689238041404,787769141.0463526
Consumer,Retail,UK,23743727.73834847,2925505.291992349,940910.6288766518,5567331.335748576,44868925.834911026,22981560.206513606,5779073.2487712195,17202486.957742386,0.46428254315064177,0.13845647302452774,0.039627755137917456,0.005053914052947743,284,9.333028787178065,1515254.135771722,3218419.232737836,1758951.6043147552,32,0.3653499577391728,63586113.12468495
Healthcare,Software,Singapore,96149392.41323753,7396030.540227352,8655166.632151354,28459003.976556767,11096608.25270474,124856229.8742103,44070690.52021233,80785539.35399798,0.3437140105632902,0.14215225325835823,0.09001790250480814,0.21122543372789543,3142,21.35681557740771,3703401.6595462263,5557891.546031381,6493058.119639117,471,0.05592526572048948,273085652.9477085
Financial Services,Logistics,UK,377104530.7629072,101423831.63392411,43870098.151646465,21433843.750723723,34130799.80435605,426052727.37936676,223847881.74104986,202204845.6383169,0.5217878158510698,0.08097288228576718,0.11633405216027073,0.3042651680181499,4177,3.8900730898006026,57197002.30614204,115108782.63301948,27976239.12052467,1848,0.4413585755336702,1719444959.2989056
Financial Services,Retail,USA,430556482.01769197,62632557.60900078,60723546.58233091,29078280.65226939,57574720.13922454,474575019.3678689,268465643.796641,206109375.5712279,0.7266758388067944,0.11053266447628592,0.14103503052088698,0.3444645295822508,4129,16.3782885626041,31307619.760120783,47359177.204631016,27963495.613403328,3041,0.276418164295826,1593454528.9481404
Energy,Business Services,Singapore,226937089.87758708,60289476.05392919,28799822.727500375,38238891.065383464,46679484.1175661,564024151.7135848,180885384.27013746,383138767.44344735,0.34426013839534814,0.06851178774766659,0.12690663629746635,0.1716078008282842,385,29.586539770155152,34227719.98152471,42572111.31902008,12312714.088479286,3070,0.8988259432683444,870106791.7398148
Technology,Business Services,Singapore,215580660.01463836,24302026.708181906,16279272.603081211,32091233.55967845,27602238.947409175,317615030.8376852,69880271.5517669,247734759.28591833,0.7048683758925784,0.13137719198297074,0.07551360405880479,0.0812574064139177,1423,5.286399457324611,17426779.40247998,27507767.20197917,2776834.982177147,1738,0.1317508459975866,627314658.2344663
Healthcare,Software,Germany,221695341.69742724,30139839.0874,31599236.83061261,37257168.55690475,19740491.14217677,237968847.44580352,90167589.99837467,147801257.44742885,0.6265818657246471,0.18901267798299565,0.1425345096954706,0.2163414825424821,1361,12.530951868972963,17174942.048089795,21735939.47538474,15698735.830021532,4148,0.5241867614299603,766553601.1405463
Technology,Manufacturing,Singapore,375625072.17678523,81339604.67967397,19759740.15075501,45704194.89617594,60252641.5216701,720518660.82707,378612354.15410656,341906306.67296344,0.6973967350504027,0.23566142661942474,0.05260495535147673,0.18825496720409596,3622,17.833437616576838,47328830.92483336,90249497.84326752,20705345.632824745,165,0.1279674117135245,1376360441.491129
Energy,Retail,Singapore,476157062.1052471,74738918.01074801,69256923.36910856,41497138.85205892,25255752.467055447,498571731.58892626,348258926.0989099,150312805.49001634,0.21662056206324246,0.16946718374228859,0.14544974522251314,0.21008490967268356,2614,11.71385427082541,56860593.193253875,60403977.2163437,32394240.03726304,3412,0.19720500667617108,1655639695.3349268
Consumer,Business Services,USA,122803311.37813838,30059295.324823976,4145819.586264657,9942667.147099875,36442472.49519321,292432664.86024505,140642249.2638829,151790415.59636214,0.4132228165145241,0.2456740444444953,0.03375983546159246,0.1354845224885154,960,18.481929000124317,18210587.174986344,25733463.225883123,4027781.193192752,1876,0.03675203760769302,404953033.1129151
Technology,Manufacturing,Singapore,195182961.586224,16909625.742343202,21165672.960035212,36602847.02513091,28372446.08450917,210369792.94918787,65898924.77618593,144470868.17300195,0.6499621051890649,0.10352974701197049,0.10844016705159518,0.25988103720449085,3442,9.171837065032577,12913108.068188563,15798198.565570695,2379164.673248765,1662,0.8639481774099588,700891574.7003472
Technology,Software,Singapore,247267800.13291457,60917143.88917528,5186304.811852339,46657366.5411357,51679156.81624089,597424497.0844947,363649166.07348484,233775331.01100987,0.7103110199457694,0.1702001101871356,0.020974444748020283,0.09292359315086991,1936,18.83073439831694,44409582.02336784,55645735.48855225,15137016.372293608,1338,0.7469879840863999,878345043.3754526
Industrials,Business Services,India,81995170.96894762,6747468.634068078,12291090.698293751,41025740.47129921,59100753.59049978,199486198.1100311,66881700.60428279,132604497.5057483,0.6546568064446583,0.12040810600868418,0.14990017769398284,0.16495945022773628,3325,2.222300861597075,4637070.269808938,7245114.309581897,1821823.3870898946,2233,0.8384902757037337,309610475.17036
Energy,Software,India,100001740.71509527,6588448.391502782,12965269.56318378,5979396.723621977,8497395.870114826,205793987.9655656,46838941.45136019,158955046.5142054,0.6453730484763751,0.20922975172956554,0.12965043878707877,0.006557371231106397,3236,21.69846459652482,2953685.3868773603,6695745.291806917,1440535.1659704254,3025,0.1869576618326235,274499708.22178006
Energy,Business Services,UK,108750241.92175436,17697732.948736902,12146899.8808853,49943730.399388306,2074098.2472755308,87058321.99841449,32662850.074354358,54395471.92406013,0.401386002291331,0.22676744721972636,0.1116953826146426,0.3150330190789208,3876,7.440792518469816,10725753.839453699,18988651.27047713,3467259.4666443383,4403,0.5969142256594961,440105302.94125587
Financial Services,Software,UK,129001972.86405258,37550026.065320976,8901333.468374137,1664641.4362522291,20392072.304205637,140747396.32415482,63816767.20582621,76930629.11832862,0.26199383648032304,0.17520977544908195,0.06900152974989551,0.2999596282225978,4304,15.775717508541957,18183463.426995765,33795492.75496699,8387408.668737888,803,0.0910288919948428,474395697.21933264
Consumer,Manufacturing,UK,166920566.73047492,12943045.617670657,29541252.98577262,9214144.334716152,15419431.263259638,174847720.6865308,84818020.72122425,90029699.96530655,0.4440182659654852,0.0999114364053112,0.17697790969924398,0.12176935320861125,2268,12.704620196947946,11100252.16233906,11042658.59366586,3984816.5970380343,3370,0.859111062185533,669367043.2808452
Energy,Software,UK,261813053.331131,35786735.246538185,40407664.88573718,37732170.8097898,23829987.411448464,479472245.26405317,184450628.97762442,295021616.28642875,0.20057858490821348,0.2423631482800559,0.15433785432627428,0.16985163042913465,4210,24.74043886329976,25048771.91230612,34903544.75963222,7933812.362971501,282,0.5595015712637564,992487206.8833648
Energy,Software,Germany,147491393.2429374,9747299.920833187,11214778.208466008,9216822.74878541,52967061.46056095,338390477.5747127,118902776.04984789,219487701.5248648,0.38308544397772565,0.18407290076580235,0.0760368314508618,0.009708573696494527,1310,15.826177678968357,4392130.643968482,7674458.638250127,11104955.212884968,4647,0.222407359532118,410114860.90227187
Consumer,Business Services,UK,440222918.3554889,38303049.95955199,10125168.449337384,25311042.881550677,69018145.06103477,596143174.6144503,157430166.3671552,438713008.24729514,0.7402269562611008,0.18534772589788268,0.023000093877804665,0.29027625277926256,986,30.5812543484991,28693624.336060368,34177123.30966847,14396962.067880278,4764,0.6450417073595072,1885045894.9859655
Financial Services,Healthcare Services,UK,150837447.36489838,26001690.99389812,17828113.031699046,21623125.07905717,63290649.86876386,270578617.7568507,55392276.62088005,215186341.13597065,0.5134119385276047,0.1767207571883722,0.11819421067614708,0.31610450061762824,189,23.829771052311617,16576044.8657415,25113166.779712413,2219012.6688374546,2074,0.8075553007797914,683096650.785728
Healthcare,Software,Germany,33490237.79225749,6680888.107708635,2969388.034569322,35597659.69660465,3769993.3276457908,67265446.04874176,23102109.72410322,44163336.32463854,0.5584379317492094,0.1754251950624246,0.08866428638066601,0.040736593852892994,2791,18.737189118218136,5463741.394491036,6699566.68030607,496046.72343108524,3166,0.2805943129001253,142001789.6280035
Technology,Retail,Germany,10147060.247519564,2048933.7489300375,1395991.3988470405,38552136.603877984,4718061.631196893,13355756.628252104,5484364.89997211,7871391.728279994,0.29887443928720153,0.13414677423300198,0.13757594463758988,-0.02154818566976307,4289,27.41040098804994,1088570.2881773466,2163065.3492945614,135641.81172951855,574,0.5064327477391526,65250083.696964346
Consumer,Retail,UK,190902023.01646656,39264442.41333561,10768366.763169149,29230138.3909308,6501175.515801796,293765241.3979452,85592569.0181538,208172672.37979144,0.6858596501503376,0.13898016359336635,0.056407819011118104,0.1863094994550139,3924,15.694510692540396,21374404.840604316,31468875.75760799,14094489.320529949,3976,0.1199350299879278,686816175.6590351
Industrials,Retail,USA,12621344.205482079,2298243.6646232344,515044.6253910331,10891748.498132937,55683276.91392744,15614388.237164082,10086021.97128496,5528366.265879123,0.5614433671332935,0.2164566969821618,0.04080743041357858,0.19607581533207363,2921,15.744017650841707,1550326.8917567097,2201591.4874668303,924707.1952006115,4345,0.14842386774775218,41663374.1055462
Consumer,Healthcare Services,Singapore,434452854.68490833,62236975.33338235,20736174.770287305,29410393.59254907,33645440.802985,358781237.1294278,84284635.7329841,274496601.3964437,0.3074024491136245,0.20386599190363047,0.04772940158334658,0.3068158064134993,1862,22.734353212540455,28179827.676627245,60196192.30755155,30364944.985672787,834,0.2619883473276375,1343675581.9760668
Healthcare,Business Services,UK,427773929.58294445,27133204.685936216,64930914.305175826,5312025.5703545045,5062690.672162961,893885611.1539398,418477296.2546583,475408314.89928156,0.42800141324967544,0.2307724391952044,0.15178791837193029,0.2857214288271015,3887,25.41131519376455,21330326.636126686,26461530.069512084,33713028.05573197,297,0.6174427541827935,1384066396.4124448
Energy,Retail,India,498394553.2064285,37172666.404199526,17968464.750670753,38287659.18009253,5148342.537323165,456804622.86880773,294368663.734166,162435959.1346417,0.6402473967751481,0.22631263997287648,0.03605269085520774,0.21020536085310143,4134,14.256384033676621,31714105.502663128,31573041.453420226,14595862.653418224,2972,0.6127403332438871,2012021954.9722435
Industrials,Retail,USA,476386914.89398754,96794932.15868863,60446642.889357656,45745998.72615935,30460237.97557029,963862921.9038227,501372875.4261414,462490046.4776813,0.6332639953762782,0.22938855836666144,0.12688560705494842,0.22202434217203787,2543,8.959333142291648,84888099.58018121,114636680.93909715,37024282.22474914,347,0.03311946036010618,1481635792.102932
Healthcare,Software,Singapore,47524907.95022946,9617721.21141577,2036876.6342107723,24913861.97695577,19174856.06728972,42314942.00865633,10155997.077093506,32158944.931562826,0.7009911223514496,0.1989291928403068,0.04285913896653719,0.32272959270918017,3769,19.859617428675,5834554.501415016,8455935.55770279,2525544.740128711,3221,0.6716459105838056,221696302.30957893
Energy,Manufacturing,Germany,125186460.47141224,22753329.25889627,6979287.718196217,2359013.2593068862,56626024.33358701,216981706.71047235,121935829.6679431,95045877.04252924,0.24819260127359544,0.24910523581238841,0.05575113867677421,0.34773942677881275,932,34.91023117698577,11872329.47723735,24318373.33949431,8956566.712574573,2330,0.7331996394727007,579027579.6751013
Consumer,Manufacturing,India,346898882.44554377,28831754.620920755,13275648.394941665,38710145.728764676,50037127.1018339,583809796.8148458,381596120.2496329,202213676.5652129,0.5627746962791702,0.12922934901766003,0.03826950465032322,0.1155727232704735,4103,24.99928571106823,22492737.07458204,28317876.267375685,15823189.527624404,1702,0.6347380949163327,1296578920.9236448
Healthcare,Retail,Germany,378701305.38057953,67575503.62610902,12099847.23713206,34110996.394391224,57323215.52015542,640068141.7912908,382056346.6483131,258011795.14297765,0.36513645974611586,0.09038144370628723,0.0319508992053043,0.09029358069731137,1584,28.445476891282414,55598419.264462434,71661057.42217109,8399265.15558051,2056,0.32959537632023167,1095205652.4333007
Industrials,Software,Singapore,265066531.76166415,65725224.15833254,33756298.095418595,15269512.537924068,26629340.049307268,506467734.6348906,240437390.0585448,266030344.5763458,0.25301641810852443,0.22479831785470922,0.1273502839874584,0.15504529922145144,1255,19.987718501503686,32811324.604326144,58396658.539904974,8826116.553270811,3066,0.5106659171820959,980858769.1109028
Consumer,Retail,Singapore,470965268.63834465,49389354.07076387,16962694.19700785,39374208.7986436,79588912.29108872,1068205801.0320991,226298011.41273123,841907789.6193678,0.33819495288855633,0.05866845540825279,0.03601686860275369,0.2783117508164666,4211,21.521304564348046,33447702.39651542,40806750.15022268,24544207.01650686,2911,0.027600280617626993,1500306644.72461
Industrials,Manufacturing,Germany,169398171.56454903,43461765.34177742,22781858.597001445,6850717.484751754,15611537.643065203,318991037.7289735,109958783.93506667,209032253.79390684,0.26568811779543033,0.08099379862997845,0.13448703953879712,0.016246872216160252,3371,20.156054459098524,30583728.161191914,34256612.876983345,10142675.328548292,4913,0.28040232455456476,498723057.4317526
Industrials,Retail,UK,480107847.30375415,83118652.90175365,12830835.470668644,13398181.163061056,12644023.289507683,1071934814.6704658,259865934.58072457,812068880.0897412,0.7315619323786111,0.1677027553249252,0.026724902629118752,0.15709591482966528,2687,3.046809609075334,65545405.97550385,63029042.626502454,33057569.8930079,4238,0.47625859731407566,1467510499.1822288
Consumer,Business Services,USA,73493492.98233372,18333402.40986321,6936270.288276995,44128740.86556427,50834341.82328668,136697814.81299525,47313513.172544144,89384301.6404511,0.27352428795345346,0.24223447817933652,0.09437937981726256,-0.008080924342641946,156,22.10240280279557,9831915.793976974,15254680.226027802,3793810.199323992,3232,0.6994615345481509,282666380.5851206
Financial Services,Manufacturing,Germany,235546933.94896153,12327029.222872818,32858142.39516801,15465984.051043011,44919482.66161492,256230423.14800864,156223625.84975109,100006797.29825756,0.6494997206030528,0.2254905829505911,0.13949721970181847,-0.03162520115731087,587,11.415617748708392,6838010.7343725925,10165704.866029438,6766624.817682649,4962,0.497395220493282,635783742.4082028
Technology,Retail,UK,418832970.77097476,93477393.67182852,48204179.84411254,7812563.8457829,65289248.12330261,361606695.14135534,120088076.14147879,241518618.99987656,0.23138240431257867,0.1834857951168925,0.11509165516597172,0.09734843303740577,3284,26.777842361784938,53610732.26829842,86734903.42289554,17614971.634672217,4163,0.3872038737114032,1491850765.022088
Industrials,Logistics,Germany,42265464.30775219,9172197.320043484,2933985.7251734394,1214522.7375615938,12447644.566739617,69562674.33959553,24708719.628708523,44853954.710887,0.581910657564453,0.0981306951131529,0.06941804078644175,0.25911846739006744,704,25.592820888207797,7334164.098554757,8188736.568966704,561130.9249184949,1439,0.4819009689529928,186374788.66203094
Technology,Manufacturing,Singapore,379069772.1650049,51643691.68223362,17302107.85087206,33462777.679823417,40069498.36214152,650746025.6114124,399360448.4071838,251385577.20422858,0.38509902173808275,0.1834189519111326,0.04564359682929464,0.0964765867850501,1120,3.6235080700563094,30418524.50014587,60682227.630168855,16614011.650330622,3234,0.6190441464386033,1500990742.5671754
Energy,Retail,Singapore,288120614.71502864,41509590.57753327,32531245.38264809,40888587.57886285,68898987.36147635,631570357.6969621,270146761.166875,361423596.5300871,0.2653718942636265,0.16383468534775528,0.11290842696147847,0.012571531213346074,2559,20.949377670296712,30205978.024423797,46784365.8951894,18669780.418976862,314,0.7715164614808934,1090559434.1669812
Technology,Manufacturing,USA,314920644.3455592,25231584.06512956,9254491.465482386,8242401.529229943,65863372.915340014,650167516.7673374,438464002.68829095,211703514.0790465,0.7384369422577257,0.22865679727479643,0.029386741173206568,0.0031704203907996567,70,35.37854415514926,20672705.30933137,28651546.896088503,6493031.70307514,3635,0.8314279916256735,910373524.9731933
Industrials,Business Services,UK,230712500.49955982,18713236.71598921,5375944.120073942,49707478.253472246,70132579.5867969,542399200.8674775,185653230.85829237,356745970.0091852,0.3210558650099915,0.13517331163508534,0.023301486085207587,0.1313277475912027,3993,31.61161827727365,16810727.792283393,18046024.402093798,8577454.4106869,37,0.353476703899083,626434178.8110924
Industrials,Retail,USA,218764760.5616752,40746836.94065501,34094598.14328241,11649493.983630793,2213134.472504956,189227855.10323188,50539808.64563634,138688046.45759553,0.5137656416424214,0.21163696200758497,0.15585050378198506,0.3047223757122526,2520,26.134301675048906,24512140.96193294,31670778.66754422,8334780.689556009,4148,0.783023292771424,927757299.7505856
Consumer,Retail,UK,147956528.07381105,12445739.336540049,24704844.76681882,2992119.3887051926,1027699.8844715379,164391714.83600917,99528828.12734812,64862886.70866105,0.4879067326470947,0.17516865747539728,0.166973671851061,0.0930926701662939,4446,34.53401017470239,6172428.7801399715,8917740.631907484,7411037.370371221,352,0.07496029834614097,350998899.0205074
Industrials,Retail,UK,124546683.86233579,17082400.427170496,17022860.981477242,3784530.165451791,9318449.274656793,230118114.93202996,115861218.66270366,114256896.2693263,0.7348542014944546,0.12490989625108993,0.13667855661490744,-0.02396894912899366,2468,22.42642252428586,12285208.095829464,13150055.642793952,6065465.6192410225,3734,0.7602570520929616,473603085.1265025
Technology,Retail,India,483537879.30383795,142616339.3273751,19670405.177667744,18701833.339207146,48025717.603731565,456568204.1437209,178667808.91980982,277900395.2239111,0.34364464620912494,0.24041004419334083,0.04068017423161912,0.11463432913258818,387,16.694803813462602,66445813.2120983,161381193.2873438,4849490.451100472,3815,0.050346786577005025,1404140417.7505646
Industrials,Retail,India,37824844.722382605,4896804.716756888,2239114.9666490597,768280.0910007989,42784153.054432146,37760468.919494584,12980091.12268719,24780377.796807393,0.552654406622328,0.19502313776459546,0.05919693743842597,0.055382250742409,1721,14.509359500478892,2563255.0476394654,5770611.607449434,882694.9835132728,4342,0.40053176624837883,106844010.16097367
Industrials,Logistics,India,52460371.16203731,11018923.878857726,6186817.387056778,32683063.14795933,61864000.6407517,71073763.15039572,46852668.08729707,24221095.063098654,0.6032625360878159,0.21094171771623738,0.11793316078430337,0.23838486553068444,1013,12.755234546380127,6735411.265147686,8247831.793528006,2181807.6943441695,1798,0.03882688478571585,145055243.33875272
Energy,Logistics,USA,283114238.7976546,38298423.00077938,31506674.493183475,44633000.92874742,52190410.71550917,516462485.8459477,222131677.97031537,294330807.8756323,0.39013336685797195,0.18970942278434239,0.11128608234961188,0.3423923764063257,3452,18.140792353782423,22829789.60353317,35006931.52903,11264571.349229673,1133,0.6361004317584066,1080900263.4887958
